id,category_id,brand_id,name,model,description,image_url,specifications
91,1,13,Huawei MateBook D 17HM88,MateBook D-17HM88,"Portátil Huawei MateBook D con procesador Intel Core Ultra 7 155H, 16GB RAM, 256GB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTZ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 7 155H"", ""ram_gb"": 16, ""storage"": ""256GB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.8, ""battery_hours"": 9}"
92,1,18,Lenovo Yoga 16DQ45,Yoga-16DQ45,"Portátil Lenovo Yoga con procesador Intel Core i3-1215U, 64GB RAM, 2TB SSD, pantalla de 15.6"".",https://plus.unsplash.com/premium_photo-1673548917361-12f3c0cf51a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTd8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i3-1215U"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.3, ""battery_hours"": 7}"
93,1,13,Huawei MateBook D 16FL15,MateBook D-16FL15,"Portátil Huawei MateBook D con procesador AMD Ryzen 7 7840HS, 8GB RAM, 256GB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1611078489935-0cb964de46d6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTh8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 7 7840HS"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 2.6, ""battery_hours"": 11}"
94,1,11,HP Victus 17HM98,Victus-17HM98,"Portátil HP Victus con procesador AMD Ryzen 9 7945HX, 16GB RAM, 2TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1678013815462-e05a1290eabf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTl8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 2.1, ""battery_hours"": 6}"
95,1,11,HP Omen 16FM93,Omen-16FM93,"Portátil HP Omen con procesador Intel Core Ultra 7 155H, 32GB RAM, 512GB SSD + 1TB HDD, pantalla de 15.6"".",https://images.unsplash.com/photo-1498049860654-af1a5c566876?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MjB8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 7 155H"", ""ram_gb"": 32, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.8, ""battery_hours"": 6}"
96,1,8,Dell G Series 14AP35,G Series-14AP35,"Portátil Dell G Series con procesador AMD Ryzen 9 7845HX, 32GB RAM, 256GB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1511385348-a52b4a160dc2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 9 7845HX"", ""ram_gb"": 32, ""storage"": ""256GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4060"", ""weight_kg"": 2.2, ""battery_hours"": 11}"
97,1,3,Acer Aspire 14FN37,Aspire-14FN37,"Portátil Acer Aspire con procesador AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 15.6"".",https://images.unsplash.com/photo-1618424181497-157f25b6ddd5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 2.3, ""battery_hours"": 9}"
98,1,28,Samsung Galaxy Book Pro 14CK90,Galaxy Book Pro-14CK90,"Portátil Samsung Galaxy Book Pro con procesador AMD Ryzen 5 7520U, 8GB RAM, 1TB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1541807084-5c52b6b3adef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 8, ""storage"": ""1TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 1.3, ""battery_hours"": 14}"
99,1,18,Lenovo Legion 17GK70,Legion-17GK70,"Portátil Lenovo Legion con procesador AMD Ryzen 7 7840HS, 8GB RAM, 1TB SSD, pantalla de 16"".",https://plus.unsplash.com/premium_photo-1670071482446-b69ddbde30e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 7 7840HS"", ""ram_gb"": 8, ""storage"": ""1TB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 1.5, ""battery_hours"": 7}"
100,1,11,HP Pavilion 16DL33,Pavilion-16DL33,"Portátil HP Pavilion con procesador Intel Core i7-13650HX, 16GB RAM, 2TB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1491472253230-a044054ca35f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-13650HX"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 2.3, ""battery_hours"": 13}"
101,1,13,Huawei MateBook 16CN43,MateBook-16CN43,"Portátil Huawei MateBook con procesador Intel Core Ultra 9 185H, 64GB RAM, 512GB SSD + 1TB HDD, pantalla de 14"".",https://images.unsplash.com/photo-1588872657578-7efd1f1555ed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 64, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 2.4, ""battery_hours"": 14}"
102,1,2,Asus TUF Gaming 15CS30,TUF Gaming-15CS30,"Portátil Asus TUF Gaming con procesador Intel Core i5-1340P, 8GB RAM, 2TB SSD, pantalla de 16"".",https://images.unsplash.com/photo-1577375729152-4c8b5fcda381?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i5-1340P"", ""ram_gb"": 8, ""storage"": ""2TB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.5, ""battery_hours"": 13}"
103,1,18,Lenovo LOQ 17HK74,LOQ-17HK74,"Portátil Lenovo LOQ con procesador AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD + 1TB HDD, pantalla de 13.3"".",https://plus.unsplash.com/premium_photo-1661414488218-abfc3b1a3bbe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OXx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7520U"", ""ram_gb"": 16, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 2.6, ""battery_hours"": 11}"
104,1,28,Samsung Galaxy Book Pro 14EL37,Galaxy Book Pro-14EL37,"Portátil Samsung Galaxy Book Pro con procesador Intel Core i3-1315U, 16GB RAM, 1TB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1542393545-10f5cde2c810?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i3-1315U"", ""ram_gb"": 16, ""storage"": ""1TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": null, ""weight_kg"": 1.9, ""battery_hours"": 11}"
105,1,18,Lenovo IdeaPad 15HR54,IdeaPad-15HR54,"Portátil Lenovo IdeaPad con procesador AMD Ryzen 9 7945HX, 64GB RAM, 1TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1555117391-6c0795768da8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTF8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 64, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.1, ""battery_hours"": 13}"
106,1,3,Acer Aspire 17FP97,Aspire-17FP97,"Portátil Acer Aspire con procesador Intel Core Ultra 7 155H, 16GB RAM, 2TB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1527800792452-506aacb2101f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTJ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 7 155H"", ""ram_gb"": 16, ""storage"": ""2TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.8, ""battery_hours"": 7}"
107,1,18,Lenovo Yoga 14BP38,Yoga-14BP38,"Portátil Lenovo Yoga con procesador Intel Core i5-13500H, 8GB RAM, 512GB SSD, pantalla de 13.3"".",https://plus.unsplash.com/premium_photo-1671247953201-2fdc17af6692?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTN8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i5-13500H"", ""ram_gb"": 8, ""storage"": ""512GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": null, ""weight_kg"": 1.8, ""battery_hours"": 13}"
108,1,8,Dell G Series 16GQ95,G Series-16GQ95,"Portátil Dell G Series con procesador AMD Ryzen 5 7640HS, 32GB RAM, 512GB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1453928582365-b6ad33cbcf64?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTR8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": null, ""weight_kg"": 1.8, ""battery_hours"": 13}"
109,1,2,Asus ZenBook 17AS24,ZenBook-17AS24,"Portátil Asus ZenBook con procesador AMD Ryzen 7 7840HS, 64GB RAM, 512GB SSD, pantalla de 16"".",https://images.unsplash.com/photo-1611186871348-b1ce696e52c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTV8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 7 7840HS"", ""ram_gb"": 64, ""storage"": ""512GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon RX 7600S"", ""weight_kg"": 1.6, ""battery_hours"": 10}"
110,1,11,HP Envy 16HP72,Envy-16HP72,"Portátil HP Envy con procesador Intel Core i5-1335U, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 14"".",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTZ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i5-1335U"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 1.5, ""battery_hours"": 12}"
111,1,2,Asus VivoBook 16GP67,VivoBook-16GP67,"Portátil Asus VivoBook con procesador Intel Core i7-13700H, 32GB RAM, 512GB SSD, pantalla de 13.3"".",https://plus.unsplash.com/premium_photo-1673548917361-12f3c0cf51a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTd8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-13700H"", ""ram_gb"": 32, ""storage"": ""512GB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 1.5, ""battery_hours"": 6}"
112,1,8,Dell XPS 14GP69,XPS-14GP69,"Portátil Dell XPS con procesador AMD Ryzen 5 7535HS, 32GB RAM, 1TB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1611078489935-0cb964de46d6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTh8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7535HS"", ""ram_gb"": 32, ""storage"": ""1TB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 2.2, ""battery_hours"": 6}"
113,1,4,Apple MacBook Pro 16DN46,MacBook Pro-16DN46,"Portátil Apple MacBook Pro con procesador Apple M3 Max, 8GB RAM, 256GB SSD, pantalla de 16"".",https://images.unsplash.com/photo-1678013815462-e05a1290eabf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTl8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Apple M3 Max"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""macOS Sonoma"", ""gpu"": null, ""weight_kg"": 1.9, ""battery_hours"": 6}"
114,1,13,Huawei MateBook 17EQ62,MateBook-17EQ62,"Portátil Huawei MateBook con procesador AMD Ryzen 7 7730U, 32GB RAM, 1TB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1498049860654-af1a5c566876?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MjB8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 7 7730U"", ""ram_gb"": 32, ""storage"": ""1TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.6, ""battery_hours"": 8}"
115,1,20,MSI Thin 16EP62,Thin-16EP62,"Portátil MSI Thin con procesador Intel Core Ultra 5 125H, 64GB RAM, 2TB SSD, pantalla de 15.6"".",https://images.unsplash.com/photo-1511385348-a52b4a160dc2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 5 125H"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4050"", ""weight_kg"": 1.5, ""battery_hours"": 5}"
116,1,3,Acer Predator 17CN42,Predator-17CN42,"Portátil Acer Predator con procesador Intel Core Ultra 9 185H, 8GB RAM, 512GB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1618424181497-157f25b6ddd5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 9 185H"", ""ram_gb"": 8, ""storage"": ""512GB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 2.5, ""battery_hours"": 4}"
117,1,8,Dell Inspiron 16AN24,Inspiron-16AN24,"Portátil Dell Inspiron con procesador AMD Ryzen 7 7730U, 8GB RAM, 1TB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1541807084-5c52b6b3adef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 7 7730U"", ""ram_gb"": 8, ""storage"": ""1TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.6, ""battery_hours"": 10}"
118,1,28,Samsung Galaxy Book 16CP15,Galaxy Book-16CP15,"Portátil Samsung Galaxy Book con procesador Intel Core i7-1365U, 32GB RAM, 2TB SSD, pantalla de 15.6"".",https://plus.unsplash.com/premium_photo-1670071482446-b69ddbde30e6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NXx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i7-1365U"", ""ram_gb"": 32, ""storage"": ""2TB SSD"", ""screen_size"": ""15.6\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 2.0, ""battery_hours"": 11}"
119,1,28,Samsung Galaxy Book 14CM14,Galaxy Book-14CM14,"Portátil Samsung Galaxy Book con procesador AMD Ryzen 9 7945HX, 32GB RAM, 2TB SSD, pantalla de 16"".",https://images.unsplash.com/photo-1491472253230-a044054ca35f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 9 7945HX"", ""ram_gb"": 32, ""storage"": ""2TB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 4070"", ""weight_kg"": 1.5, ""battery_hours"": 11}"
120,1,18,Lenovo Yoga 14BN78,Yoga-14BN78,"Portátil Lenovo Yoga con procesador AMD Ryzen 5 7640HS, 8GB RAM, 256GB SSD, pantalla de 16"".",https://images.unsplash.com/photo-1588872657578-7efd1f1555ed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 5 7640HS"", ""ram_gb"": 8, ""storage"": ""256GB SSD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.8, ""battery_hours"": 7}"
121,1,8,Dell Vostro 14CP10,Vostro-14CP10,"Portátil Dell Vostro con procesador Intel Core Ultra 5 125H, 64GB RAM, 2TB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1577375729152-4c8b5fcda381?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core Ultra 5 125H"", ""ram_gb"": 64, ""storage"": ""2TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 4080"", ""weight_kg"": 1.7, ""battery_hours"": 7}"
122,1,3,Acer Aspire 17BK52,Aspire-17BK52,"Portátil Acer Aspire con procesador AMD Ryzen 3 7320U, 8GB RAM, 512GB SSD + 1TB HDD, pantalla de 16"".",https://plus.unsplash.com/premium_photo-1661414488218-abfc3b1a3bbe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OXx8bGFwdG9wJTIwY29tcHV0ZXJ8ZW58MHx8fHwxNzczNDU3NDQ4fDA&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 3 7320U"", ""ram_gb"": 8, ""storage"": ""512GB SSD + 1TB HDD"", ""screen_size"": ""16\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""Intel Iris Xe"", ""weight_kg"": 1.8, ""battery_hours"": 10}"
123,1,11,HP Pavilion 15CS81,Pavilion-15CS81,"Portátil HP Pavilion con procesador AMD Ryzen 3 7320U, 64GB RAM, 1TB SSD, pantalla de 14"".",https://images.unsplash.com/photo-1542393545-10f5cde2c810?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 3 7320U"", ""ram_gb"": 64, ""storage"": ""1TB SSD"", ""screen_size"": ""14\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""AMD Radeon Graphics"", ""weight_kg"": 1.5, ""battery_hours"": 10}"
124,1,3,Acer Predator 14FL49,Predator-14FL49,"Portátil Acer Predator con procesador Intel Core i5-1340P, 8GB RAM, 512GB SSD, pantalla de 17.3"".",https://images.unsplash.com/photo-1555117391-6c0795768da8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTF8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""Intel Core i5-1340P"", ""ram_gb"": 8, ""storage"": ""512GB SSD"", ""screen_size"": ""17.3\"""", ""operating_system"": ""Windows 11 Home"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 1.9, ""battery_hours"": 4}"
125,1,2,Asus ROG Strix 14FS86,ROG Strix-14FS86,"Portátil Asus ROG Strix con procesador AMD Ryzen 7 7735HS, 8GB RAM, 1TB SSD, pantalla de 13.3"".",https://images.unsplash.com/photo-1527800792452-506aacb2101f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTJ8fGxhcHRvcCUyMGNvbXB1dGVyfGVufDB8fHx8MTc3MzQ1NzQ0OHww&ixlib=rb-4.1.0&q=80&w=400,"{""processor"": ""AMD Ryzen 7 7735HS"", ""ram_gb"": 8, ""storage"": ""1TB SSD"", ""screen_size"": ""13.3\"""", ""operating_system"": ""Windows 11 Pro"", ""gpu"": ""NVIDIA GeForce RTX 3050"", ""weight_kg"": 2.1, ""battery_hours"": 6}"
